"comfort","price","rooms_count","useful_surface","built_surface","construction_year","level","max_level","kitchens_count","bathrooms_count","parking_lots_count","balconies_count"
4,122130,1,52,67,2020,5,10,1,1,0,1
1,88600,2,62,75,2021,2,11,1,1,0,1
4,79999,2,93,128,2016,4,6,1,1,1,2
1,59500,2,60,70,2020,4,4,1,1,0,1
4,52380,2,65,74,2018,7,11,1,1,0,1
4,158500,4,119,143,2019,3,3,1,2,0,2
1,82900,2,55,65,2019,2,6,1,1,1,1
1,85715,2,55,70,2020,4,4,1,1,0,1
1,61620,3,80,96,2020,2,8,1,2,0,2
1,165000,3,96,115,2018,0,3,1,2,0,1
4,127098,2,53,70,2020,9,10,1,1,0,1
1,79000,3,74,93,2021,2,10,1,2,0,2
1,55650,2,45,56,2020,1,5,1,1,0,1
1,101905,4,136,144,2020,0,7,1,2,0,0
4,114600,2,51,64,2021,7,8,1,1,0,1
1,125000,4,92,105,1988,7,8,1,2,0,2
1,36900,2,41,51,2020,1,8,1,1,0,1
1,88000,3,95,98,1984,1,10,1,1,1,1
1,120000,2,61,69,2017,4,11,1,1,0,1
1,84900,3,50,55,1969,3,3,1,1,0,0
4,159000,3,75,140,2016,3,4,1,2,0,1
4,123444,2,53,68,2020,8,10,1,1,0,1
4,176742,3,75,98,2020,8,10,1,2,0,2
1,33000,1,33,44,2020,1,5,1,1,0,1
1,56000,2,47,57,2020,0,4,1,1,0,0
4,68600,2,47,56,2021,1,6,1,1,0,1
1,115000,3,82,82,2020,8,12,1,2,1,1
1,65000,2,49,69,2020,1,11,1,1,0,1
1,79000,3,84,94,2021,2,7,1,2,0,2
4,158500,4,119,143,2019,3,3,1,2,0,2
1,57500,2,50,54,2020,4,5,1,1,0,1
4,96800,3,110,127,2021,1,3,1,2,1,1
4,93500,2,61,75,2021,5,7,1,1,1,1
4,135342,2,61,75,2020,4,10,1,1,0,1
1,89990,3,64,75,1970,7,10,1,1,1,1
1,49490,2,55,64,2020,5,11,1,1,0,1
4,131868,2,57,73,2020,8,10,1,1,0,1
1,150000,2,72,76,1992,1,8,1,2,0,1
1,109999,3,82,95,2020,2,12,1,2,0,1
1,79000,3,85,98,2020,1,3,1,2,0,1
1,79500,2,40,59,2020,0,13,1,1,0,0
1,84700,2,50,60,2008,2,11,1,1,1,1
1,32500,1,35,45,2020,0,3,1,1,1,1
1,48800,2,61,75,2020,3,8,1,1,0,1
4,70952,2,60,75,2018,9,9,1,1,0,1
1,159000,4,100,100,1988,0,4,1,2,0,0
1,68500,2,63,73,2020,2,4,1,1,0,1
4,114600,2,51,64,2021,1,8,1,1,0,1
4,199656,3,89,110,2020,8,10,1,2,0,1
4,157500,3,126,126,2021,6,10,1,2,0,1
4,81000,2,86,100,2020,1,3,1,1,0,1
1,119999,3,72,80,1982,4,4,1,1,0,0
4,179000,4,162,192,2021,2,3,1,2,0,1
4,130000,2,60,103,2008,11,11,1,2,2,1
4,90500,2,58,72,2021,4,7,1,1,1,1
1,50000,2,66,72,2020,4,5,1,1,1,1
4,94760,3,89,113,2021,2,6,1,2,1,1
1,67940,3,80,96,2020,3,8,1,1,0,1
1,120000,4,87,95,1984,8,8,1,2,0,2
1,66900,2,41,58,2019,3,6,1,1,1,0
4,50952,2,50,60,2020,2,6,1,1,1,1
4,119000,3,90,108,2020,2,7,1,2,1,1
1,63696,2,53,62,2020,1,6,1,1,0,1
1,84900,2,56,56,1980,9,10,1,1,0,1
1,43000,2,48,49,2020,1,3,1,1,0,0
1,57500,2,64,81,2020,3,7,1,1,0,1
4,54199,2,62,71,2020,10,11,1,1,0,1
1,51900,2,58,72,2020,1,8,1,1,0,2
4,53500,2,59,69,2020,2,6,1,1,1,0
4,107000,2,52,62,2018,6,7,1,1,1,0
4,84000,2,71,81,2021,2,5,1,1,0,2
4,65900,2,63,85,2020,2,11,1,1,0,1
1,85715,2,55,75,2020,4,4,1,1,0,1
1,80000,3,90,103,2009,5,6,1,1,0,1
1,73000,2,47,70,1964,7,7,1,1,0,1
1,88500,3,88,98,2020,1,7,1,2,0,1
1,50380,2,61,72,2019,10,11,1,1,0,1
4,53500,2,65,74,2019,10,11,1,1,0,1
4,85000,2,51,63,2020,1,6,1,1,0,1
1,48500,2,48,55,2020,3,5,1,1,0,1
1,99900,3,69,78,2010,8,8,1,2,0,0
1,124500,3,70,95,2019,1,10,1,2,0,1
4,115000,3,68,80,2020,2,3,1,2,0,1
1,65714,2,57,64,2020,0,3,1,1,0,1
1,80000,2,41,56,2009,1,5,1,1,0,1
4,70000,3,80,93,2020,1,3,1,2,0,1
1,65000,5,145,149,2020,3,3,1,2,0,0
4,187974,3,84,104,2020,8,10,1,2,0,1
4,87500,3,75,85,2022,2,5,1,2,0,1
4,90500,2,56,73,2021,3,7,1,1,1,1
1,42500,2,48,55,2021,1,6,1,1,0,1
4,129800,2,57,76,2020,3,5,1,1,0,0
1,88600,2,62,74,2021,3,11,1,1,0,1
4,91620,2,55,70,2020,1,7,1,1,0,1
1,59000,2,59,66,2021,4,8,1,1,0,1
1,98000,2,59,69,2020,1,3,1,1,0,1
4,115290,2,64,75,2020,3,5,1,1,0,1
1,120000,2,51,55,1984,1,4,1,1,0,1
1,105000,2,53,59,2020,3,10,1,1,0,1
1,78000,1,40,43,2020,5,10,1,1,0,1
4,82300,2,56,70,2021,4,11,1,1,0,1
1,65500,1,43,53,2021,1,11,1,1,0,1
1,135000,3,74,80,2000,7,8,1,1,0,1
1,78000,2,58,70,2020,2,4,1,2,1,1
1,66000,1,46,58,2020,4,11,1,1,0,1
1,54900,2,60,72,2020,5,6,1,1,0,1
1,160000,2,55,71,2018,4,10,1,1,1,1
4,83000,1,47,60,2020,1,11,1,1,0,1
1,60000,2,59,65,2019,7,8,1,1,0,1
1,151500,2,72,88,2017,3,9,1,1,1,0
1,92000,2,57,60,1968,1,7,1,1,0,0
1,120000,3,90,95,2015,1,7,1,2,1,1
1,40200,2,46,55,2020,5,6,1,1,0,1
1,50000,2,52,69,2021,1,8,1,1,1,1
1,112000,2,66,70,1996,6,7,1,1,0,3
1,121000,3,64,70,1984,1,10,1,1,0,0
1,47170,2,59,59,2020,5,8,1,1,0,1
1,195000,3,96,122,2009,2,8,1,3,1,0
1,67000,2,47,50,1963,6,7,1,1,0,1
4,39680,1,50,60,2020,1,7,1,1,1,1
4,143170,3,85,95,2020,2,6,1,2,0,2
1,46500,1,45,60,2019,3,8,1,1,0,1
1,95000,2,57,60,1984,9,11,1,1,0,0
1,96900,2,60,65,1990,7,8,1,1,0,1
4,114600,3,84,93,2020,3,7,1,2,0,1
1,51450,1,43,52,2020,2,4,1,1,0,1
1,98500,2,61,78,2019,6,9,1,1,0,1
1,66500,2,69,79,2019,1,8,1,1,0,1
4,68600,2,47,56,2021,1,6,1,1,0,1
1,99000,2,45,70,2018,5,5,1,1,0,2
4,71000,2,57,75,2020,1,4,1,1,1,2
4,54525,2,59,67,2021,2,7,1,1,0,1
1,128000,2,46,54,2018,1,7,1,1,0,1
1,49000,1,33,40,1980,9,10,1,1,0,1
4,148000,2,67,78,2010,2,8,1,1,0,1
1,51990,2,60,70,2019,8,11,1,1,0,1
1,85000,3,72,83,2020,2,4,1,1,0,1
4,111000,2,59,82,2019,1,6,1,1,0,1
1,145000,4,84,100,1990,2,8,1,2,0,2
4,143170,3,85,95,2020,2,6,1,2,0,2
4,72860,3,80,94,2021,2,7,1,2,0,1
4,74190,3,89,106,2019,5,7,1,2,0,2
1,100000,3,60,90,1930,2,3,1,2,0,1
4,71650,3,80,90,2020,2,8,1,2,0,2
1,92000,3,64,73,1978,1,8,1,2,1,1
1,54900,2,62,70,2020,1,6,1,1,0,1
1,80000,3,78,88,2018,2,8,1,2,0,1
4,55860,2,60,74,2021,2,7,1,1,0,2
1,92500,2,62,70,1976,2,10,1,1,0,1
4,35700,1,40,50,2021,2,5,1,1,0,1
4,78500,1,43,57,2020,9,11,1,1,0,1
1,146000,3,86,86,2002,1,3,1,2,1,1
4,170000,7,140,160,2005,3,5,1,2,0,2
1,73500,3,66,77,2020,2,4,1,1,0,1
1,50736,1,42,50,2020,2,5,1,1,0,1
1,66000,2,58,69,2020,2,4,1,1,0,1
1,66000,2,49,53,1968,5,7,1,1,0,0
1,52900,2,64,73,2020,4,10,1,1,1,1
1,83750,2,123,140,2020,3,3,1,1,0,1
1,180000,2,74,90,2018,4,10,1,1,0,1
1,85800,2,66,66,2020,2,3,1,1,0,1
1,51300,2,54,54,2020,6,8,1,1,0,0
1,43000,2,37,45,2014,0,3,1,1,0,0
1,185000,4,85,90,1983,0,4,1,2,0,0
4,175000,3,76,107,2020,2,4,1,2,1,0
4,165240,3,105,120,2020,1,6,1,2,0,2
1,160000,2,61,65,1990,7,8,1,1,0,2
1,107000,3,84,97,2010,7,8,1,2,0,1
1,60850,2,58,65,2021,1,5,1,1,1,1
1,52900,1,38,42,1978,0,10,1,1,0,1
4,175000,3,76,120,2019,2,4,1,2,1,0
1,62000,2,45,50,1984,0,7,1,1,0,0
4,165000,3,92,115,2011,9,14,1,2,1,1
1,81900,4,89,89,1976,4,4,1,2,1,2
1,49429,2,55,63,2020,4,11,1,1,0,1
1,68500,2,69,84,2019,6,8,1,1,0,1
4,184900,3,80,90,2019,1,4,1,2,0,0
4,59900,2,65,77,2019,6,7,1,1,0,1
2,61990,3,52,55,1971,2,10,1,1,0,1
1,88000,2,75,80,2013,1,3,1,1,0,1
1,52900,2,56,65,2020,4,10,1,1,1,1
1,105000,2,60,85,2020,4,5,1,1,0,1
1,127900,3,90,109,2019,9,10,1,2,0,1
1,46500,2,42,48,2020,1,4,1,1,1,1
1,199000,3,79,109,2020,1,11,1,2,0,0
1,45000,2,57,65,2017,0,6,1,1,0,2
4,90560,2,67,79,2020,5,7,1,1,0,1
1,121800,2,50,70,2022,1,5,1,1,1,1
1,93000,3,73,85,2020,2,3,1,2,0,1
1,79900,3,74,85,2020,7,8,1,2,0,2
1,52900,2,55,66,2021,5,8,1,1,1,1
1,66500,2,57,67,2019,1,5,1,1,1,1
1,87500,2,149,160,2012,3,3,1,1,0,0
1,140500,3,64,81,2022,1,10,1,2,1,1
1,66580,3,80,92,2019,5,11,1,2,1,1
1,71500,2,52,71,2021,2,6,1,1,0,1
4,62476,1,45,55,2021,4,9,1,1,0,1
1,52290,2,65,73,2019,10,11,1,1,0,1
1,56990,2,53,62,2019,1,3,1,1,0,0
4,125900,3,88,97,2019,1,10,1,2,1,1
1,120400,2,49,63,2022,2,10,1,1,1,1
1,41800,2,50,61,2019,1,3,1,2,0,1
4,89000,3,74,96,2019,4,4,1,1,1,1
4,106250,3,86,96,2021,2,5,1,2,0,1
4,55900,2,43,51,2021,1,4,1,1,0,1
1,67900,3,69,69,1969,3,9,1,1,0,2
1,119700,2,48,67,2022,1,5,1,1,1,1
1,149000,4,85,95,1979,9,11,1,2,0,2
4,52500,2,58,62,2020,2,3,1,1,1,1
1,71000,2,58,65,2019,0,6,1,1,0,1
4,53525,2,55,65,2021,3,7,1,1,0,1
4,154000,2,63,73,1990,7,9,1,1,0,3
1,126440,2,50,70,2022,3,5,1,1,1,1
1,117720,2,45,62,2022,3,10,1,1,1,1
1,124500,3,70,95,2019,3,10,1,2,0,1
4,80000,2,36,80,2018,0,10,1,1,1,1
1,51900,2,50,55,2021,3,8,1,1,0,1
1,125820,2,44,64,2022,8,10,1,1,1,1
4,95520,2,58,70,2020,5,6,1,1,0,1
1,194010,3,77,103,2022,4,5,1,2,1,2
1,42000,1,42,52,2021,1,5,1,1,0,1
1,83900,3,70,85,1975,6,10,1,1,0,1
1,118164,2,44,72,2022,2,10,1,1,1,1
1,51000,2,50,62,2021,2,6,1,1,0,1
4,133000,4,135,240,1920,1,1,1,1,0,2
1,108000,3,97,97,1984,6,10,1,2,0,2
1,55000,2,51,51,1970,0,10,1,1,0,1
1,71500,2,59,63,2021,3,6,1,1,0,1
1,126900,3,70,70,1939,2,3,1,1,0,2
1,85140,2,47,60,2020,1,6,1,1,0,1
1,45500,2,48,58,2020,3,4,1,1,1,1
1,115000,3,63,75,1940,0,6,1,2,0,1
1,124500,3,88,97,2019,1,10,1,2,1,1
4,96800,3,110,127,2021,1,3,1,2,1,1
4,59400,2,54,62,2020,3,5,1,1,0,1
4,145000,4,118,128,2021,2,5,1,2,0,1
4,178000,3,160,190,2008,1,6,1,2,1,1
1,65500,2,51,51,1985,2,8,1,1,0,1
1,182700,3,77,103,2022,1,5,1,2,1,2
1,53500,2,57,65,2020,2,5,1,1,1,1
1,85900,2,52,100,2021,0,6,1,1,0,1
4,82800,2,57,57,2020,1,10,1,1,0,1
1,86060,2,66,66,2020,1,12,1,1,0,1
1,90000,2,53,63,1950,2,2,1,1,0,1
4,55570,2,59,70,2021,3,7,1,1,0,1
1,73340,1,45,53,2020,5,7,1,1,0,1
1,54500,2,65,77,2020,2,6,1,1,1,1
1,93900,3,76,90,1977,3,10,1,1,0,1
1,116000,3,83,83,2020,3,4,1,2,0,1
1,59500,2,48,58,1968,3,4,1,1,0,1
1,107700,3,76,93,2021,2,11,1,2,0,1
1,110000,3,82,96,2020,2,12,1,2,0,1
4,48300,1,40,52,2020,2,5,1,1,0,1
4,167765,2,75,94,2019,1,7,1,1,0,3
1,86000,2,61,73,2020,4,11,1,1,0,1
1,83500,2,58,73,2021,3,11,1,1,0,1
1,158000,4,138,166,2012,2,2,1,2,0,2
1,111750,2,104,120,2019,0,3,1,1,1,1
2,62000,3,60,73,1976,8,8,1,1,0,1
1,85000,2,52,57,1977,7,9,1,1,0,1
1,155000,2,63,70,1992,2,8,1,1,0,1
4,63696,2,53,62,2020,2,5,1,1,0,1
1,81000,2,54,54,1970,9,10,1,1,0,1
1,165000,3,80,120,2020,4,5,1,2,0,1
1,95000,3,70,75,2012,3,4,1,2,1,0
1,66000,3,65,75,2021,2,6,1,2,1,1
1,32900,1,39,45,2021,1,5,1,1,0,1
1,98000,2,55,65,2020,2,5,1,1,0,1
4,88600,2,62,74,2021,2,11,1,1,0,1
1,44000,1,41,50,2021,1,7,1,1,0,1
4,125000,3,85,102,2019,2,3,1,2,1,2
4,70000,2,44,54,2021,3,11,1,1,0,1
1,60850,2,58,70,2021,2,5,1,1,1,1
1,106600,3,78,94,2021,2,11,1,2,0,1
4,57000,1,45,54,2020,1,5,1,1,0,1
4,49429,2,55,62,2020,7,11,1,1,0,1
1,53700,2,54,64,2020,2,8,1,1,1,1
1,129000,3,74,79,1997,1,4,1,2,0,2
1,199500,3,87,109,2020,2,5,1,2,0,1
4,156970,3,73,78,2019,1,5,1,1,0,1
1,60900,2,59,70,2020,2,3,1,1,0,2
1,76240,3,76,81,2019,3,8,1,2,0,1
1,94450,2,67,79,2020,5,9,1,1,0,1
1,52900,2,65,75,2020,2,8,1,1,0,1
4,85000,1,46,65,2020,5,11,1,1,0,1
1,48500,1,39,46,2020,3,5,1,1,1,1
1,137000,3,94,97,1972,3,8,1,3,0,1
4,93000,2,52,58,2019,7,10,1,2,1,1
1,95000,3,65,72,1968,1,4,1,1,1,1
1,119000,3,85,85,2019,1,3,1,2,0,1
1,78000,1,40,45,2020,3,8,1,1,0,0
1,135900,2,57,70,2019,4,6,1,1,0,0
1,63110,2,55,64,2020,0,3,1,1,0,1
1,63100,2,56,72,2020,1,5,1,1,1,1
1,46500,2,50,50,1970,10,10,1,1,0,1
1,97000,3,86,112,2020,4,4,1,2,1,4
1,72000,3,65,75,2010,0,4,1,1,0,2
1,82500,2,52,52,2012,2,3,1,1,0,1
1,59900,2,63,75,2020,3,8,1,1,1,1
4,105000,2,56,68,2019,3,7,1,1,0,1
1,195000,4,96,106,1990,6,7,1,2,1,2
1,130000,2,52,60,2020,0,3,1,1,0,0
4,52370,2,64,73,2018,4,11,1,1,0,1
4,113844,2,71,81,2020,3,6,1,1,0,1
4,195820,4,96,121,2019,1,5,1,2,0,0
1,76500,3,69,78,2020,0,3,1,2,0,0
1,195000,2,65,87,2009,1,6,1,1,1,1
1,51900,2,58,63,2020,2,5,1,1,1,1
1,40900,1,40,48,2021,4,8,1,1,1,1
4,124500,3,89,99,2019,3,10,1,2,1,1
1,60000,2,59,70,2021,1,7,1,1,1,1
1,126000,3,114,125,2019,0,14,1,2,0,1
1,58843,2,53,60,2020,2,5,1,1,0,1
4,159900,3,126,139,2020,2,4,1,2,0,2
4,106600,3,77,94,2021,2,11,1,2,0,1
4,56784,2,54,65,2020,4,4,1,1,0,1
4,167000,2,54,60,2015,9,11,1,1,1,1
4,71500,2,59,71,2021,1,6,1,1,1,1
1,198000,2,55,90,2016,0,6,1,1,0,0
1,108000,2,67,78,2020,3,5,1,1,0,1
1,67200,3,76,86,2019,2,5,1,2,0,1
1,124900,2,65,77,1994,8,9,1,1,1,2
1,82000,2,52,60,1981,2,8,1,1,1,1
1,107700,3,76,93,2021,3,11,1,2,0,1
1,65000,3,71,84,2013,3,5,1,1,1,1
4,125000,3,85,102,2019,2,3,1,2,1,2
1,49000,2,52,63,2012,2,4,1,1,1,1
4,126270,2,70,90,2020,1,5,1,1,0,1
4,104500,2,63,70,2008,0,3,1,1,1,0
4,78700,2,64,77,2020,0,4,1,1,1,1
1,62000,2,62,72,2021,2,7,1,1,0,1
1,109000,3,80,90,1980,6,10,1,1,0,2
1,64500,2,60,72,2020,2,4,1,1,1,1
4,70860,3,78,91,2021,2,7,1,2,0,1
1,68000,2,58,68,2020,1,3,1,1,1,1
1,96500,3,78,84,1992,8,8,1,2,0,1
2,54000,2,45,45,1976,3,10,1,1,1,1
4,75000,3,96,110,2016,3,3,1,2,1,1
1,98000,2,57,67,2020,1,3,1,1,0,1
1,45600,2,56,60,2020,5,6,1,1,0,1
1,47000,1,40,45,1989,5,8,1,1,0,1
1,125000,3,66,75,1984,7,8,1,2,0,1
1,55000,3,63,70,2019,6,6,1,1,1,1
1,99500,3,65,65,2010,2,3,1,1,1,2
4,159360,4,92,114,2020,0,3,1,2,0,0
1,135000,3,64,80,1950,0,2,1,1,0,1
1,53700,2,50,65,2020,2,8,1,1,1,1
4,103950,3,78,99,2020,1,3,1,2,1,2
4,126500,3,70,85,2019,3,7,1,2,0,1
1,99800,2,60,65,1984,0,8,1,1,0,2
1,47000,1,32,36,1982,1,10,1,1,0,1
4,107700,3,76,93,2021,2,11,1,2,0,1
1,54500,2,68,80,2020,2,6,1,1,1,1
1,119000,2,60,70,1995,3,5,1,1,1,1
4,75000,1,50,78,2010,1,4,1,1,0,1
1,88800,3,71,77,1980,8,10,1,2,0,1
1,149000,3,77,81,1991,4,7,1,2,0,1
1,95500,2,72,72,2020,5,12,1,1,1,1
4,95000,2,60,82,2020,2,3,1,1,1,3
4,67500,1,41,59,1984,4,7,1,1,1,1
4,114600,2,51,64,2021,7,8,1,1,0,1
1,59999,2,44,52,1968,0,8,1,1,0,0
1,59500,2,60,72,2021,2,6,1,1,0,1
2,46900,2,41,55,1973,7,7,1,1,0,1
1,58900,2,55,62,2020,2,5,1,1,1,1
1,168000,3,90,100,1960,1,3,1,1,1,2
1,46500,1,40,40,2020,2,6,1,1,0,1
1,52900,2,65,78,2020,1,8,1,1,1,1
4,149900,3,80,90,2018,0,5,1,2,1,0
1,169000,3,70,70,1990,4,8,1,2,0,2
4,86800,3,78,80,2020,1,3,1,2,1,1
1,78800,4,90,100,1947,2,2,1,2,0,1
4,60800,2,64,75,2020,0,3,1,1,1,1
4,169900,3,107,140,2020,2,4,1,2,0,1
1,33000,1,33,43,2021,3,6,1,1,0,1
1,62000,2,61,72,2020,4,10,1,1,0,1
1,99800,2,48,54,1986,0,8,1,1,0,1
1,44000,2,45,50,2019,1,3,1,1,0,1
1,84000,2,50,69,1984,2,4,1,1,0,1
1,78900,3,85,97,2020,3,5,1,1,1,2
1,70000,2,54,64,1984,4,10,1,1,0,2
4,113000,2,56,88,2009,4,6,1,2,0,0
1,97900,3,69,75,1978,5,10,1,1,0,1
4,144900,2,60,76,2013,6,9,1,2,1,0
1,159999,3,75,83,1965,0,2,1,1,1,1
1,59000,2,70,85,2010,4,4,1,1,0,1
4,45000,2,56,70,2018,3,7,1,1,1,0
1,69000,3,70,75,1984,0,8,1,1,0,2
4,54525,2,59,67,2021,4,7,1,1,0,1
4,67500,2,57,65,2020,2,5,1,1,0,1
1,75900,2,47,73,1963,2,7,1,1,0,1
4,114700,3,94,110,2020,2,4,1,2,1,2
1,89000,4,93,115,2020,2,8,1,2,1,2
4,128990,2,59,65,1963,3,5,1,1,0,0
1,78900,2,52,60,1984,3,8,1,1,0,1
4,61900,2,54,62,2020,1,5,1,1,0,1
2,159900,3,54,54,1937,3,3,1,1,0,0
4,72860,3,81,94,2021,2,7,1,2,0,1
4,61600,2,61,75,2021,4,8,1,1,0,1
1,85900,4,81,90,1973,1,4,1,2,1,1
4,106500,2,58,71,2019,5,7,1,1,0,1
4,72860,3,80,94,2021,3,7,1,2,0,1
1,57500,2,72,85,2018,0,4,1,1,0,0
1,45600,2,56,65,2020,6,6,1,1,0,1
1,79900,2,46,50,2009,6,9,1,1,0,1
4,82300,2,57,69,2021,2,11,1,1,0,1
4,126900,3,88,110,2020,4,10,1,2,1,1
1,66500,3,67,87,1978,1,10,1,2,0,1
1,130000,5,130,160,1940,1,2,1,2,0,1
1,170000,3,90,121,2009,3,5,1,3,1,0
1,58800,1,38,47,2021,2,11,1,1,0,1
1,78000,2,52,55,1960,0,2,1,1,0,0
1,81900,3,66,68,1974,0,4,1,1,0,1
1,63999,2,49,65,1984,4,8,1,1,0,1
1,60000,2,41,45,1984,2,9,1,1,0,1
1,99700,2,50,65,2005,1,5,1,1,0,0
1,170000,3,71,103,2015,1,2,1,2,1,0
1,57500,2,52,60,1963,2,8,1,1,1,1
4,58356,1,38,48,2020,4,5,1,1,0,1
4,27500,2,60,72,2018,6,11,1,1,1,1
1,124500,3,88,95,2019,2,10,1,2,1,0
1,112000,2,64,70,2019,2,2,1,1,0,1
4,60800,2,64,75,2021,0,3,1,1,1,1
1,92000,2,42,50,2018,6,9,1,1,0,1
1,67100,3,76,90,2020,3,5,1,2,1,1
4,55860,2,60,74,2021,1,7,1,1,0,2
4,199000,2,62,70,2016,1,13,1,1,1,1
1,133000,4,85,95,1986,7,8,1,2,0,2
1,127000,3,80,86,1990,2,7,1,2,0,1
1,69500,3,73,95,1938,2,3,1,1,0,0
4,63600,2,70,83,2021,1,3,1,1,1,1
4,74190,3,88,104,2020,1,7,1,2,0,1
1,89000,2,50,67,2014,2,3,1,1,0,2
4,63600,2,70,83,2021,1,3,1,1,1,1
2,47500,2,40,48,1978,9,10,1,1,0,1
1,45000,2,46,60,2020,2,6,1,1,1,1
2,185000,2,91,111,1930,1,2,1,1,0,2
4,180000,3,100,140,2018,3,4,1,2,0,2
1,75000,2,61,68,2009,2,4,1,1,1,1
1,55000,2,46,50,1971,9,10,1,1,1,1
4,89430,4,106,126,2020,1,7,1,2,0,2
1,55500,1,37,45,1984,5,8,1,1,0,1
1,65000,2,53,65,1987,4,10,1,1,0,1
1,88600,2,62,75,2021,3,11,1,1,0,1
1,67180,1,33,41,2021,2,3,1,1,0,0
4,71300,2,50,79,2019,4,4,1,1,0,1
1,88990,3,65,75,1964,7,9,1,1,0,2
4,192899,3,93,132,2007,4,6,1,2,1,0
4,54000,2,57,67,2020,1,6,1,1,0,0
1,56300,2,50,52,2020,1,4,1,1,1,1
1,87000,2,69,75,2020,2,11,1,1,0,1
1,30000,1,32,40,2020,2,3,1,1,0,1
4,135000,2,69,80,2020,2,10,1,1,0,0
1,176000,3,112,125,2011,1,2,1,2,0,2
1,123540,2,50,70,2020,2,5,1,1,1,1
1,80000,2,40,46,1949,1,7,1,1,0,0
4,189000,3,108,126,2010,3,3,1,2,0,2
1,99000,3,64,72,1978,6,11,1,1,0,1
1,78900,3,64,90,1977,7,10,1,1,0,0
4,175000,3,84,196,2021,0,4,1,2,0,0
1,66000,2,61,71,2020,2,4,1,1,0,1
1,88500,3,93,110,2020,2,2,1,2,1,2
1,63000,2,50,50,2020,0,3,1,1,0,0
1,76000,2,50,63,2017,3,11,1,1,0,1
1,130000,2,63,71,1996,3,8,1,1,0,3
1,197000,3,87,95,2018,8,11,1,2,1,1
1,129340,2,50,70,2022,4,5,1,1,1,1
1,51990,2,60,65,2018,3,11,1,1,0,1
1,64500,2,60,70,2020,2,4,1,1,0,1
1,92453,3,88,98,2020,4,4,1,2,0,1
4,96000,2,66,78,2010,2,4,1,1,0,1
1,66000,3,73,90,1989,3,3,1,1,1,1
1,129000,3,98,117,1940,1,4,1,2,2,0
1,38000,2,41,56,2016,2,4,1,1,0,1
1,198000,3,90,114,2019,0,2,1,2,2,1
1,104000,4,88,106,1984,9,10,1,2,0,2
1,82300,2,57,69,2021,4,11,1,1,0,1
4,109500,3,74,92,2017,1,5,1,2,0,2
1,47000,2,55,65,2021,2,5,1,1,0,1
1,195000,4,96,120,2020,0,4,1,2,0,1
1,170000,3,86,125,2018,5,5,1,2,0,0
2,65000,4,62,70,1972,4,8,1,2,0,1
1,60816,2,51,61,2020,1,6,1,1,0,1
1,128000,3,106,169,1945,1,2,1,1,0,1
4,76500,1,43,58,2020,2,11,1,1,0,1
1,84000,2,59,66,2021,9,11,1,1,0,1
1,84000,2,59,66,2021,4,11,1,1,0,1
1,159000,3,79,95,2020,2,5,1,2,0,1
1,62000,2,52,52,1965,7,9,1,1,0,1
1,48000,1,38,46,2021,1,11,1,1,0,1
1,59599,2,51,55,1986,3,8,1,1,0,0
1,82000,2,59,67,2021,1,11,1,1,0,1
1,163520,3,64,89,2022,5,10,1,2,1,2
4,51990,2,60,69,2019,8,11,1,1,0,1
1,66000,3,60,70,1964,4,4,1,1,0,1
1,124900,2,65,78,1995,8,8,1,1,1,2
4,78000,1,38,40,1993,3,8,1,1,0,1
1,84000,2,59,67,2020,5,11,1,1,0,1
1,48500,1,31,31,1983,3,10,1,1,0,0
4,78500,1,43,58,2020,8,8,1,1,0,1
1,93000,3,82,92,2020,5,6,1,2,0,1
4,92300,2,51,63,2020,1,6,1,1,0,1
4,185000,4,95,120,1938,1,1,1,2,0,0
1,92700,1,56,67,2015,4,4,1,1,0,1
1,39900,1,53,65,2021,5,5,1,1,0,1
4,165000,3,104,121,2010,1,3,1,2,0,2
1,39000,1,38,42,2020,1,5,1,1,0,1
1,84500,2,58,72,2021,4,11,1,1,0,1
1,58600,2,55,67,2021,3,8,1,1,0,1
1,115000,3,81,102,1946,3,4,1,2,0,2
1,119000,2,54,85,2020,3,6,1,1,0,1
1,98500,3,65,70,1987,4,4,1,1,1,2
4,81257,2,61,77,2019,4,5,1,1,1,1
4,54525,2,59,67,2021,1,7,1,1,0,1
1,82000,2,56,63,2021,9,11,1,1,0,1
1,103000,3,58,70,1965,0,1,1,1,0,0
1,44000,1,44,49,2020,2,5,1,1,0,1
4,92000,2,66,82,2010,5,7,1,1,0,1
1,110000,3,88,103,1930,4,4,1,1,1,1
4,104000,3,81,103,2019,1,4,1,2,0,1
4,133600,3,80,90,2020,0,3,1,2,1,1
4,179000,3,113,140,2020,1,3,1,2,0,3
4,90500,2,78,91,2020,3,7,1,1,1,1
1,41500,2,37,50,1962,4,9,1,1,0,1
1,116240,3,81,96,2020,1,3,1,2,1,1
1,41300,1,42,53,2021,0,6,1,1,0,1
4,67000,1,46,53,2020,5,10,1,1,0,1
1,89999,3,92,112,2020,0,6,1,2,0,2
4,85000,1,46,59,2020,2,11,1,1,0,1
1,39900,2,47,57,2021,1,8,1,1,0,1
4,99950,2,55,76,2021,1,10,1,1,0,1
4,85000,2,55,76,2010,9,11,1,1,0,2
1,54000,2,55,65,1981,10,10,1,1,0,2
1,116400,2,73,87,2020,3,5,1,1,0,1
1,53240,2,65,75,2019,0,11,1,1,0,1
