"comfort","price","rooms_count","useful_surface","built_surface","construction_year","level","max_level","kitchens_count","bathrooms_count","parking_lots_count","balconies_count"
4,82000,1,47,61,2020,5,11,1,1,0,1
1,110000,2,63,68,2020,1,12,1,1,0,1
4,96000,2,70,111,2010,0,4,1,1,0,1
1,60500,2,52,62,1986,4,4,1,1,1,1
1,94900,2,57,69,2021,2,7,1,1,0,1
4,145000,3,78,120,2020,7,10,1,2,1,1
1,139800,3,75,75,1977,6,10,1,1,0,1
4,145000,3,70,102,2017,4,10,1,2,0,1
4,65000,2,63,75,2020,4,6,1,1,0,1
1,101000,2,64,76,2020,1,3,1,1,1,1
4,46570,2,55,63,2019,5,11,1,1,0,1
4,87500,2,55,65,2010,3,9,1,1,1,0
1,87000,3,87,88,1978,9,10,1,2,0,2
4,176000,3,98,114,2020,3,4,1,2,0,0
4,85000,2,61,75,2021,4,9,1,1,0,1
1,138991,3,100,120,2020,1,9,1,2,1,1
4,83390,2,63,74,2019,3,5,1,1,1,1
4,165000,4,104,132,1934,2,6,1,2,0,1
1,135000,3,75,88,1980,3,10,1,1,1,2
1,65900,2,63,87,2019,1,11,1,1,1,1
1,40900,1,41,45,2020,1,8,1,1,1,1
4,139900,3,82,98,2017,5,10,1,3,0,2
4,70000,1,37,39,2019,2,12,1,1,0,1
4,70000,3,78,93,2020,7,8,1,2,0,1
4,76140,2,60,75,2019,0,5,1,1,0,0
4,157500,3,85,114,2020,7,11,1,2,0,2
4,95000,2,54,70,2020,4,11,1,1,0,1
4,103000,2,65,76,2010,2,3,1,1,0,1
4,95000,2,54,70,2020,3,11,1,1,0,1
1,159400,3,75,90,2020,3,3,1,2,0,0
1,139000,3,111,111,2020,1,4,1,2,0,1
1,84900,4,84,84,1985,0,8,1,2,1,0
1,120960,2,44,64,2022,5,10,1,1,1,1
4,106500,3,55,83,2021,1,10,1,2,0,1
1,84000,2,59,66,2021,6,11,1,1,0,1
4,152000,2,64,75,2019,2,3,1,1,0,0
4,199000,3,117,137,2010,3,3,1,2,0,3
1,135000,4,91,124,2018,2,5,1,3,2,1
4,85305,2,50,64,2020,6,7,1,1,0,1
1,85000,3,67,76,1970,3,4,1,1,1,1
1,84000,2,60,67,2021,10,11,1,1,0,1
1,78999,4,80,80,1978,3,4,1,2,0,3
4,153000,3,114,220,2010,0,4,1,2,0,2
1,42014,1,44,52,2021,0,6,1,1,0,1
1,74500,2,64,69,2010,3,7,1,1,1,1
1,70000,2,62,70,1949,4,7,1,1,0,1
1,82900,3,76,86,1981,9,10,1,2,0,1
4,133000,3,111,134,2019,1,7,1,2,0,0
1,72000,2,48,64,2020,1,3,1,1,0,1
1,102000,3,78,88,2021,10,11,1,2,0,1
4,180000,4,110,140,1937,3,4,1,2,0,1
1,105000,2,58,69,2019,1,7,1,1,0,1
1,95000,3,73,76,1984,1,8,1,2,1,1
1,110000,2,53,63,2010,4,7,1,2,1,1
1,76500,3,66,69,1980,2,8,1,2,1,1
4,79778,2,63,78,2019,2,5,1,1,1,1
4,48128,2,61,71,2019,5,5,1,1,0,1
1,109177,3,80,86,2020,5,7,1,2,0,2
4,95000,2,54,67,2020,1,11,1,1,0,1
1,39600,1,39,49,2020,1,4,1,1,0,1
4,58000,2,44,51,2020,1,6,1,1,0,1
4,153150,2,70,106,2019,7,8,1,1,0,1
1,76500,3,67,71,1970,2,4,1,1,0,1
1,169000,3,71,75,1981,0,4,1,2,0,0
1,60000,2,48,48,2020,1,3,1,1,0,1
1,92000,2,64,85,2010,6,8,1,1,0,2
1,169960,2,59,93,2022,8,10,1,1,1,2
4,180000,3,100,120,2018,3,4,1,2,2,2
1,117000,2,63,76,2018,2,5,1,1,0,1
1,97000,3,74,85,2021,11,11,1,2,0,1
4,49429,2,55,73,2020,7,11,1,1,0,1
1,73278,2,47,53,2021,4,10,1,1,0,1
4,74000,1,43,58,2020,1,11,1,1,0,1
1,125500,4,78,89,1980,0,8,1,2,1,0
1,63800,2,55,67,2020,1,5,1,1,0,1
1,95000,2,52,67,1976,10,10,1,1,0,1
1,53500,2,46,55,2020,1,5,1,1,0,1
1,68000,2,46,46,1965,0,8,1,1,0,0
1,91000,3,91,95,2017,5,5,1,2,0,1
1,75527,3,72,82,2020,0,4,1,2,0,1
1,51990,2,60,72,2018,4,11,1,1,0,1
1,62700,2,60,70,2020,2,8,1,1,1,1
4,65000,2,63,75,2020,5,6,1,1,0,1
1,134000,3,80,87,1996,2,7,1,2,0,0
1,70000,2,60,70,2020,0,3,1,1,0,1
1,40800,1,39,48,2020,0,4,1,1,0,0
1,43500,2,42,55,2020,1,4,1,1,0,1
1,90288,2,59,65,2020,0,4,1,1,0,1
4,106600,3,78,94,2021,4,11,1,2,0,1
1,54500,2,65,77,2020,3,6,1,1,0,1
4,164500,3,97,130,2020,2,3,1,2,1,3
4,39335,1,42,51,2021,2,7,1,1,0,1
1,125000,5,80,89,1982,9,10,1,2,0,1
1,122080,2,49,63,2022,3,10,1,1,1,1
1,65000,2,55,68,2020,1,3,1,1,0,1
1,109999,4,92,104,1984,1,6,1,2,0,1
1,54990,2,64,73,2018,5,11,1,1,0,1
4,79806,2,63,79,2017,1,5,1,1,1,1
4,107040,4,86,102,2021,3,4,1,2,0,1
1,137500,2,55,79,2020,1,2,1,2,0,2
1,129500,2,72,97,2013,6,6,1,2,0,0
1,62900,2,54,67,2020,1,5,1,1,0,1
1,129999,2,45,75,2020,6,6,1,1,1,0
4,192600,2,63,77,2022,3,6,1,2,0,0
4,39335,1,42,51,2021,3,7,1,1,0,1
1,83000,2,78,107,2020,3,7,1,1,0,1
1,40400,2,40,50,2020,2,7,1,1,1,1
4,51990,2,60,69,2018,1,11,1,1,0,1
1,47116,1,55,64,2021,4,6,1,1,0,1
1,118250,2,45,66,2022,2,10,1,1,1,1
4,71476,2,67,75,2020,2,5,1,1,0,2
1,145000,2,81,95,1981,6,8,1,1,0,0
1,79000,2,56,63,2020,6,11,1,1,0,1
1,129700,3,81,85,1930,1,2,1,1,0,1
1,82000,2,56,64,2021,5,11,1,1,0,1
1,93900,2,49,56,2020,0,3,1,1,1,0
4,54000,2,60,68,2021,3,4,1,1,0,2
1,112270,2,68,78,2021,2,6,1,1,0,1
1,162000,4,108,115,2020,1,3,1,3,1,1
4,119000,2,52,66,2020,10,10,1,1,0,1
1,59900,2,51,73,2020,2,5,1,1,0,1
1,83500,2,58,71,2021,3,11,1,1,0,1
1,72700,3,86,95,2020,1,6,1,2,1,2
1,103000,3,73,83,1996,7,7,1,2,0,3
1,58300,2,40,50,2020,3,4,1,1,0,1
1,65500,1,41,41,1989,6,8,1,1,0,1
4,87500,1,48,65,2020,8,11,1,1,0,1
1,103700,2,63,75,2020,2,5,1,1,0,1
1,134500,3,77,93,2020,2,3,1,2,0,1
4,158122,2,65,86,2019,1,7,1,1,0,2
4,117900,2,64,78,2004,8,9,1,1,1,1
1,74900,2,40,52,1959,4,9,1,1,0,1
1,78000,4,82,85,1976,10,10,1,2,0,2
1,147000,3,82,89,2020,1,6,1,2,0,2
4,57000,2,55,67,2020,1,6,1,1,0,0
1,85900,2,50,60,1982,4,10,1,1,0,1
1,78000,2,47,53,1975,5,8,1,1,0,0
4,160000,3,80,112,2021,1,5,1,2,0,1
4,153000,3,115,150,2008,2,2,1,2,0,1
1,59000,2,57,70,2020,0,6,1,1,0,1
4,78725,2,61,77,2019,2,5,1,1,1,1
1,68000,3,64,68,1986,4,4,1,2,0,1
1,82000,2,56,64,2021,6,11,1,1,0,1
4,124900,3,112,130,2018,4,5,1,2,1,0
4,126056,2,130,156,2019,5,5,1,1,2,0
4,151400,3,70,85,2011,0,5,1,2,2,0
1,66000,2,63,70,2008,0,11,1,1,0,0
1,136500,3,79,110,2018,2,5,1,2,0,2
4,49450,2,48,58,2019,1,5,1,1,1,1
1,82000,2,65,67,2019,4,11,1,1,0,1
4,180000,3,79,82,2020,4,4,1,1,0,2
4,42500,2,50,61,2018,4,5,1,1,1,1
1,83500,3,63,67,1970,0,4,1,1,0,1
1,127000,3,64,143,2017,0,11,1,2,0,0
1,145000,3,90,105,2016,1,5,1,2,2,1
1,130000,4,127,152,1923,1,3,1,1,0,2
1,105000,4,78,82,1968,3,4,1,2,0,1
1,40500,1,34,42,2020,1,6,1,1,0,1
1,120000,3,72,80,1986,1,8,1,1,0,1
1,91000,3,69,71,1984,8,8,1,2,0,1
1,82000,2,60,67,2021,9,11,1,1,0,1
1,48400,2,55,65,2021,3,5,1,1,0,1
1,39900,2,50,59,2021,1,8,1,1,0,1
4,78500,1,43,58,2020,7,11,1,1,0,1
1,112000,4,83,90,1968,4,4,1,2,1,1
1,82000,2,55,63,2021,2,11,1,1,0,1
1,49900,2,45,55,1975,1,10,1,1,0,1
4,40140,2,53,61,2020,0,4,1,1,0,0
4,81324,2,64,77,2019,2,5,1,1,1,0
1,57660,2,53,57,2020,0,3,1,1,0,1
1,86000,4,85,85,1979,9,10,1,2,0,2
1,74900,2,56,56,1967,2,8,1,1,0,0
1,94500,2,64,70,2020,1,3,1,1,1,1
1,82000,2,56,64,2021,7,11,1,1,0,1
1,65000,2,58,60,1940,1,1,1,1,0,0
1,110000,4,90,95,1990,9,10,1,2,1,2
1,78900,2,58,139,2015,0,2,1,2,1,0
1,65000,2,52,63,2020,2,3,1,1,0,1
1,46000,2,53,60,2021,2,8,1,1,0,1
1,54000,2,37,39,1978,6,10,1,1,0,1
1,95000,2,76,76,2020,1,4,1,1,1,1
4,71900,3,76,84,2020,1,5,1,2,0,1
4,72860,3,81,94,2021,3,7,1,2,0,1
1,81900,2,54,90,2013,5,5,1,1,0,1
1,53000,2,55,66,2020,4,5,1,1,0,1
1,52300,2,64,75,2019,4,11,1,1,0,1
1,79400,2,53,62,2021,9,10,1,1,0,1
1,60816,2,51,61,2020,1,6,1,1,0,1
1,86600,2,61,74,2021,4,11,1,1,0,1
1,70500,3,76,92,2012,4,9,1,1,0,1
1,72500,3,71,82,1941,1,10,1,2,0,1
1,57000,2,61,73,2021,2,7,1,1,0,1
1,69000,2,57,63,2020,2,2,1,1,0,1
1,102000,3,77,88,2021,4,11,1,2,0,1
1,65000,2,53,59,2012,2,3,1,1,0,1
4,144000,2,58,70,2020,2,5,1,1,0,1
1,41000,1,45,52,2009,8,11,1,1,1,1
1,129900,3,72,80,1989,1,7,1,1,0,1
4,87500,1,46,59,2020,3,11,1,1,0,1
4,87500,2,66,79,2021,6,9,1,1,0,1
1,103000,3,73,84,2021,9,11,1,2,0,1
1,71900,3,80,96,2020,2,4,1,2,0,1
4,146000,3,83,111,2020,10,11,1,2,0,1
1,62000,2,50,53,1970,9,10,1,1,1,1
1,94000,2,56,62,1985,6,8,1,1,1,1
1,63176,3,78,94,2020,1,8,1,2,0,2
1,64900,3,76,80,1983,7,8,1,2,0,1
1,110000,3,107,130,2019,0,4,1,2,0,2
1,115000,3,88,100,1940,6,7,1,2,0,2
1,83370,2,53,66,2021,2,12,1,1,0,1
4,133000,2,68,71,2014,5,7,1,2,0,1
1,62500,2,47,55,1977,4,4,1,1,0,0
1,104900,3,81,96,2020,2,4,1,2,0,1
4,55570,2,59,70,2021,2,7,1,1,0,1
1,120000,3,79,94,2015,5,6,1,2,0,1
1,62900,1,38,48,2013,0,7,1,1,0,0
1,65000,2,53,65,1987,4,10,1,1,0,1
1,93500,3,71,94,2018,5,5,1,2,1,1
1,46900,2,58,69,2021,1,8,1,1,0,1
1,130000,4,84,112,1982,2,10,1,2,0,2
1,104900,3,85,95,1940,6,10,1,1,0,1
1,112900,3,89,105,2020,3,11,1,2,0,1
1,39000,1,43,48,2013,5,5,1,1,0,1
3,82000,1,46,65,2020,1,11,1,1,0,1
4,97500,2,66,78,2010,3,4,1,1,0,1
4,97400,2,62,77,2020,1,10,1,1,0,0
1,61000,2,50,70,1968,6,10,1,1,0,1
1,79000,2,56,63,2021,11,11,1,1,0,1
4,89000,2,56,56,1984,6,8,1,1,0,1
1,129500,2,74,80,1995,4,8,1,1,0,1
1,103000,3,73,84,2021,10,11,1,2,0,1
2,49990,2,39,45,1974,9,10,1,1,1,1
1,125000,3,86,94,1973,1,1,1,1,0,0
1,52000,1,43,59,2020,1,7,1,1,0,1
1,53900,2,61,72,2019,0,11,1,1,0,1
4,65000,2,62,75,2020,3,6,1,1,0,1
1,106000,3,98,135,2020,4,7,1,2,0,1
1,133000,3,77,90,1945,0,1,1,1,0,0
1,138000,2,62,75,2016,1,6,1,1,0,0
4,83500,2,58,71,2021,3,11,1,1,0,1
4,127000,2,56,71,2020,2,10,1,2,0,1
1,143000,2,66,66,1992,2,8,1,1,1,3
4,129000,2,49,55,2015,4,10,1,1,0,1
1,82000,2,56,63,2021,10,11,1,1,0,1
1,46900,2,47,50,1965,0,7,1,1,0,0
1,98000,2,55,65,2020,2,5,1,1,0,1
1,74000,3,65,68,1968,4,4,1,1,1,1
1,173010,3,64,89,2022,8,10,1,2,1,2
2,66900,4,65,71,1974,10,10,1,1,1,1
4,88000,1,89,110,2019,0,5,1,1,1,0
4,81500,2,62,74,2019,1,5,1,1,1,0
1,82000,2,56,67,2021,8,11,1,1,0,1
1,110000,2,54,72,2019,3,6,1,1,0,1
4,83000,2,50,68,2020,1,5,1,1,0,1
1,78900,2,55,55,1978,10,10,1,1,0,1
4,154990,2,70,80,2020,1,5,1,1,1,1
1,62000,2,51,58,1968,9,10,1,1,0,1
1,79500,3,73,85,1988,4,4,1,2,0,1
1,59000,2,53,66,2011,5,7,1,1,0,1
1,95000,3,100,120,2020,3,6,1,2,0,2
4,75249,2,59,74,2017,0,5,1,1,1,1
1,95000,3,100,120,2020,1,6,1,2,0,2
1,56711,2,52,67,2020,4,4,1,1,0,1
1,150000,3,79,90,1983,7,10,1,2,0,3
1,62900,2,60,65,2020,3,5,1,1,0,2
1,90900,3,66,73,1983,1,10,1,1,0,1
1,86000,2,53,55,1970,4,4,1,1,0,1
4,59000,2,56,70,2020,0,6,1,1,0,1
1,85000,3,66,72,1968,4,4,1,2,0,1
1,53500,2,43,57,2020,1,5,1,1,1,1
4,47300,2,53,80,2017,4,4,1,1,0,1
4,139000,3,109,128,2010,0,4,1,2,0,2
1,69000,2,50,55,1978,10,10,1,1,1,1
4,121540,2,67,90,2020,1,6,1,1,1,1
1,122000,3,70,80,1947,0,1,1,2,2,0
1,85000,2,57,65,1994,4,8,1,1,0,1
1,71900,3,68,75,1985,6,8,1,2,1,1
1,79500,2,40,45,1963,1,2,1,1,0,1
4,78900,2,50,55,2019,5,9,1,1,1,1
1,82000,2,55,63,2021,1,11,1,1,0,1
1,135000,4,90,124,2018,1,4,1,3,2,1
1,119000,4,88,100,2014,3,4,1,2,2,2
4,84800,2,45,59,2021,2,9,1,1,0,1
1,79500,2,64,75,2020,1,5,1,1,0,1
1,122580,2,44,64,2022,6,10,1,1,1,1
4,79000,1,47,61,2020,8,8,1,1,0,1
1,68000,2,71,88,2010,1,4,1,1,1,1
1,69000,2,66,70,2009,3,11,1,1,1,1
1,77900,2,65,80,2020,3,4,1,1,0,1
1,185000,3,110,260,2010,0,3,1,2,0,2
4,68150,1,36,49,2021,1,10,1,1,0,1
1,83600,1,53,65,2023,10,11,1,1,0,0
1,65000,2,63,75,2020,4,6,1,1,0,1
4,74190,3,89,105,2020,5,7,1,2,0,2
1,73200,3,71,84,2020,2,8,1,2,1,1
4,86000,1,48,61,2020,3,8,1,1,0,1
1,83000,2,54,83,2017,0,11,1,1,0,0
4,121540,2,75,85,2021,2,6,1,1,0,1
1,58500,2,46,46,1968,4,4,1,1,1,1
4,78347,2,61,73,2019,2,5,1,1,0,0
4,48000,2,56,66,2020,6,6,1,1,0,1
1,52000,2,35,40,1978,2,4,1,1,0,0
1,67500,2,50,50,1984,7,10,1,1,0,0
1,78900,2,63,72,2020,1,4,1,1,0,1
4,95000,3,99,119,2020,1,6,1,2,0,2
1,89383,2,57,64,2020,1,7,1,1,0,1
1,122500,3,105,110,2020,2,11,1,2,0,3
4,64000,2,56,69,2019,0,2,1,1,0,1
4,123000,3,96,118,2015,3,6,1,2,0,1
1,83000,3,73,77,1989,8,8,1,2,1,1
4,65900,2,64,81,2020,4,11,1,1,0,1
4,71500,3,97,112,2019,8,9,1,2,0,1
4,117000,2,59,71,2010,15,17,1,1,0,1
4,82080,2,62,75,2019,2,5,1,1,1,0
4,92000,2,66,82,2010,4,7,1,1,0,1
1,75705,3,72,83,2020,3,4,1,2,0,1
1,68900,2,53,60,2021,3,4,1,1,0,1
1,88000,3,88,100,2020,2,5,1,2,0,1
1,79000,2,50,58,1984,4,8,1,1,0,0
1,150000,2,70,84,1930,0,3,1,1,0,0
1,125000,3,66,70,1987,7,8,1,2,0,0
4,125830,2,47,55,2020,1,4,1,1,0,1
4,146243,2,132,165,2019,5,5,1,2,2,2
4,94300,3,66,96,2020,1,3,1,2,0,0
1,74900,2,55,64,2007,2,3,1,1,2,1
4,105000,3,92,108,2021,3,6,1,2,1,0
1,80000,2,55,70,1958,2,7,1,1,0,1
4,82971,2,65,82,2019,1,5,1,1,1,1
1,100940,2,53,64,2021,4,6,1,1,0,1
1,41500,2,46,48,2018,3,5,1,1,0,1
1,99000,2,51,51,1986,3,4,1,1,0,1
1,65000,2,55,63,2009,8,10,1,1,0,2
1,82000,2,59,67,2021,5,11,1,1,0,1
1,70000,1,45,55,2021,1,11,1,1,0,1
1,69500,1,38,38,1991,10,10,1,1,0,1
1,152000,3,90,103,1940,1,2,1,1,0,1
1,117000,3,64,67,1991,8,8,1,2,1,1
4,82000,1,46,65,2020,2,11,1,1,0,1
1,45000,1,36,43,2020,2,3,1,1,0,1
4,53200,2,62,71,2020,1,11,1,1,0,1
1,79000,2,60,67,2021,7,11,1,1,0,1
1,47000,1,33,40,1985,2,10,1,1,0,1
4,148000,3,85,104,2020,1,11,1,2,0,2
1,49000,2,49,55,2020,2,5,1,1,0,1
4,130000,2,58,86,2018,2,5,1,1,0,1
1,75000,1,55,73,2018,11,12,1,1,0,0
1,109000,2,70,75,2007,1,8,1,1,0,0
1,169900,4,82,91,1976,8,12,1,2,0,1
4,174500,3,90,95,1982,1,8,1,2,1,0
4,117500,3,114,143,1935,2,3,1,1,1,2
1,57600,2,63,70,2020,2,4,1,1,0,1
4,115000,3,87,98,2020,2,7,1,2,1,1
4,117000,2,59,71,2010,9,17,1,1,0,1
4,55650,2,47,57,2020,1,5,1,1,0,1
1,125000,4,138,152,1940,3,4,1,2,2,0
1,95000,3,100,120,2020,1,6,1,2,0,2
1,83500,3,65,79,1982,8,8,1,2,0,1
1,165000,3,86,94,2009,14,16,1,2,0,1
4,32900,1,33,38,2021,2,6,1,1,0,1
1,131800,3,63,159,2017,0,11,1,2,0,1
1,165000,5,96,108,1984,1,10,1,2,0,1
1,39500,1,32,32,1976,0,8,1,1,0,0
4,59000,2,53,73,2019,0,3,1,1,0,1
1,51600,2,50,58,2020,7,8,1,1,1,1
4,81000,1,47,60,2020,7,11,1,1,0,1
1,84561,2,51,71,2020,11,11,1,2,0,1
1,161330,3,64,89,2022,4,10,1,2,1,2
1,55000,2,55,65,2020,1,4,1,1,0,1
1,71000,3,66,77,2016,6,8,1,1,0,1
1,58300,2,41,51,2020,1,4,1,1,0,1
1,90780,2,53,64,2021,2,6,1,1,0,1
1,89100,2,45,50,1970,0,7,1,1,0,0
4,185000,2,61,105,2020,8,11,1,1,0,0
4,93000,2,66,77,2010,1,4,1,1,0,1
4,96200,2,56,74,2020,1,3,1,1,0,1
1,110000,2,56,63,2020,5,6,1,1,0,1
4,83632,2,63,76,2019,2,5,1,1,1,1
1,89000,4,89,92,1982,7,8,1,2,0,0
1,128000,3,94,94,1940,1,1,1,1,0,2
1,165000,3,78,90,2015,2,7,1,1,0,0
4,83000,1,47,57,2020,6,11,1,1,0,1
1,199000,4,117,140,1946,2,2,1,2,0,0
1,81000,3,70,80,1970,1,10,1,1,1,1
4,52285,2,51,60,2020,4,6,1,1,1,1
1,61000,2,45,50,1965,10,10,1,1,0,1
4,74290,2,55,65,2020,1,5,1,1,0,1
1,65000,2,51,55,1947,1,1,1,1,2,1
4,96500,2,66,154,2010,0,4,1,1,0,2
1,56000,2,54,67,2020,1,4,1,1,0,1
1,165710,3,64,89,2022,6,10,1,2,1,2
1,130000,4,86,102,1980,4,10,1,2,0,1
1,82500,3,62,65,1973,2,4,1,1,0,1
1,63900,2,51,61,1970,3,10,1,1,0,1
4,55570,2,59,70,2021,4,7,1,1,0,1
1,74290,2,55,65,2020,1,4,1,1,1,1
4,107000,3,86,95,2019,3,4,1,2,0,1
4,63525,2,56,66,2020,1,5,1,1,0,1
4,77500,1,47,57,2020,1,11,1,1,0,1
1,114390,2,75,90,2021,1,4,1,1,0,1
1,113800,3,71,188,2017,0,11,1,2,0,0
4,87150,2,67,80,2020,5,7,1,1,0,1
1,66500,2,60,65,2020,1,2,1,1,1,1
4,121874,2,53,66,2021,1,5,1,1,0,1
4,167653,2,55,95,2022,10,10,1,1,1,2
1,99000,3,66,70,1980,1,8,1,2,1,1
4,76500,1,43,58,2020,3,11,1,1,0,1
1,135000,2,60,71,2019,4,10,1,1,0,1
1,86700,3,85,97,2020,4,7,1,1,0,1
4,74000,1,43,58,2020,2,11,1,1,0,1
1,167000,3,96,107,2009,9,16,1,2,0,1
1,82000,2,56,64,2021,10,11,1,1,0,1
1,46000,3,60,75,2019,1,2,1,1,1,1
1,62476,1,45,60,2020,1,9,1,1,0,1
1,62000,2,48,52,1964,8,10,1,1,0,1
1,68000,2,55,60,1950,2,3,1,1,0,3
1,84500,2,55,66,2021,5,9,1,1,0,1
1,73000,1,44,44,2020,7,8,1,1,0,1
1,45600,1,35,42,2022,3,11,1,1,0,1
1,73625,2,49,90,2020,3,4,1,1,0,1
4,90500,2,78,93,2020,1,7,1,2,1,1
4,160000,2,66,80,2010,0,2,1,2,0,0
4,114330,2,68,79,2021,4,6,1,1,0,1
1,83000,2,55,75,2017,2,2,1,1,1,1
4,137000,3,85,102,2020,2,5,1,2,0,2
1,54000,2,50,58,1968,9,10,1,1,0,1
1,44300,2,49,55,2020,1,4,1,1,0,1
4,146000,3,83,111,2020,9,11,1,2,0,1
1,75000,1,38,42,2020,4,6,1,1,0,1
1,64813,1,42,52,2021,1,12,1,1,0,1
1,170000,3,97,119,2009,6,16,1,2,0,2
1,97000,3,71,82,2021,3,11,1,2,0,1
4,76700,2,47,57,2020,1,10,1,1,0,1
4,54000,2,56,67,2020,3,6,1,1,0,0
1,139000,2,50,55,1980,5,8,1,1,0,1
4,83673,2,63,79,2019,4,5,1,1,1,1
1,57920,2,51,62,2020,2,6,1,1,0,1
4,43900,2,50,60,2019,1,7,1,1,0,1
1,74900,3,70,77,1985,8,8,1,1,0,1
4,139900,2,64,88,2020,3,11,1,1,2,1
1,90000,3,74,92,1988,5,8,1,2,0,2
1,71600,2,60,66,2020,0,11,1,1,0,1
1,61360,3,78,96,2020,0,5,1,2,0,1
1,92626,3,71,82,2021,1,11,1,2,0,1
1,124900,4,108,130,1932,2,4,1,1,0,0
1,57600,2,57,67,2020,1,4,1,1,0,1
1,48000,2,54,67,2019,2,3,1,1,1,1
1,130000,3,87,95,2020,1,3,1,2,0,2
1,48000,2,53,67,2019,0,3,1,1,1,1
1,78900,1,39,57,2020,1,3,1,1,0,1
1,160460,2,59,93,2022,5,10,1,1,1,2
1,62500,3,60,65,1940,3,3,1,1,0,1
1,58570,3,70,80,2020,3,4,1,2,1,1
1,139000,3,86,110,1940,2,2,1,2,0,1
4,73278,2,47,53,2021,4,10,1,1,0,1
1,83000,2,56,70,2021,4,11,1,1,0,1
1,164000,3,70,80,1947,4,4,1,1,0,0
1,93000,2,53,65,2019,6,12,1,1,0,1
1,97000,2,61,77,1977,5,14,1,1,0,2
4,127500,3,71,93,2020,1,5,1,2,0,1
1,78700,3,92,92,2007,0,8,1,2,0,0
1,94990,3,73,82,1980,9,10,1,1,0,1
1,71500,3,71,71,1965,2,4,1,1,1,2
4,86000,1,48,61,2020,2,11,1,1,0,1
4,79000,2,73,74,2020,3,5,1,1,1,0
4,65800,2,63,77,2020,2,5,1,1,0,1
1,95520,2,58,72,2020,5,6,1,1,0,1
1,158820,3,78,93,2020,1,5,1,2,0,0
1,127110,2,48,67,2022,5,5,1,1,1,1
4,82000,2,61,61,1978,2,10,1,1,0,0
1,99900,3,77,109,2010,3,3,1,1,1,3
1,53900,2,50,50,1975,0,10,1,1,0,0
1,39400,1,36,45,2021,5,8,1,1,0,1
4,92308,2,58,65,2020,1,3,1,1,0,1
4,131000,3,103,126,2020,1,10,1,2,0,1
1,49990,2,44,50,1935,0,6,1,1,0,0
1,167500,4,97,121,1974,7,8,1,2,1,2
1,115000,4,77,81,1980,6,8,1,2,0,2
4,125000,2,61,64,2019,1,12,1,1,0,0
1,67000,3,78,90,1984,7,8,1,1,0,1
1,68500,2,44,49,1968,7,8,1,1,0,1
1,149900,4,108,130,2020,9,11,1,2,0,2
1,122000,2,55,67,2020,3,10,1,1,1,1
1,159750,2,68,74,2021,2,4,1,1,0,0
1,82300,2,57,69,2021,4,11,1,1,0,1
1,148750,4,82,93,1982,5,8,1,2,0,2
1,103700,2,63,75,2020,3,5,1,1,0,1
1,169360,3,64,89,2022,7,10,1,2,1,2
1,94600,2,57,68,2020,5,5,1,1,0,1
1,75000,1,31,31,2020,0,10,1,1,0,0
4,78800,2,47,57,2020,1,10,1,1,1,0
1,138000,3,78,83,1986,0,4,1,2,0,0
1,75000,2,50,60,1970,0,4,1,1,0,1
4,101899,2,103,128,2019,0,5,1,1,1,1
1,87000,3,78,78,1970,2,10,1,1,1,0
1,60000,2,51,60,1970,7,9,1,1,0,1
1,98000,2,54,65,2020,2,5,1,1,0,1
4,74000,3,71,97,2020,4,11,1,2,0,1
1,53000,2,45,50,1965,4,8,1,1,0,1
1,106128,1,43,61,2021,3,8,1,1,0,1
4,83900,3,81,110,2020,2,11,1,2,0,1
1,36000,1,34,38,2019,0,3,1,1,0,0
1,46511,2,50,58,2021,0,6,1,1,0,1
1,45000,1,32,32,1970,9,10,1,1,0,1
1,62300,2,63,72,2021,8,8,1,1,0,1
1,79000,2,56,63,2019,7,11,1,1,0,1
4,59000,2,56,70,2020,0,6,1,1,0,1
1,69900,2,53,64,2020,2,5,1,1,0,1
1,109900,3,71,89,2019,1,6,1,2,1,2
4,146000,3,83,107,2020,10,11,1,2,0,1
1,140000,4,104,120,1939,2,5,1,2,0,2
1,63650,2,65,75,2020,1,6,1,1,1,1
4,55860,2,60,74,2021,3,7,1,1,0,2
1,82000,2,56,63,2020,8,11,1,1,0,1
1,169000,4,87,133,2019,0,3,1,2,1,2
4,85550,2,59,71,2019,5,5,1,1,0,0
2,38000,2,34,34,1975,9,10,1,1,1,1
4,190000,2,63,81,2020,2,4,1,2,1,2
1,106000,3,63,70,1979,5,5,1,1,0,0
1,82000,2,56,64,2021,8,11,1,1,0,1
1,133000,3,166,166,2014,5,5,1,2,1,2
1,149000,3,100,130,2020,8,8,1,2,0,2
1,45000,1,33,42,1980,3,10,1,1,0,1
1,60676,2,36,43,2021,2,9,1,1,0,1
1,135000,3,79,87,2020,5,8,1,2,0,1
4,82836,2,63,79,2017,1,5,1,1,1,1
1,39500,2,46,53,2020,3,6,1,1,1,1
1,51489,2,60,68,2021,1,6,1,1,0,1
1,84000,2,60,66,2021,8,11,1,1,0,1
1,112000,3,64,64,1967,7,10,1,1,0,2
4,83900,3,82,110,2020,3,11,1,2,0,1
4,153000,3,85,114,2020,5,11,1,2,0,2
4,126000,2,43,55,2020,1,4,1,1,0,1
1,89900,3,95,105,2020,3,4,1,2,0,1
2,52900,2,44,50,2015,5,5,1,1,0,1
1,194010,3,77,103,2022,5,5,1,2,1,2
